Keyword,Currency,Avg. monthly searches,Three month change,YoY change,Competition,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Search_Volume_Category,Product_Category,Competition_Category,normalized_searches,normalized_competition,Opportunity_Score,Opportunity_Category
coach purses and bags,INR,50,0.0,0.0,High,67.0,,,Least Frequently Visited,handbags_purses,High,1e-05,0.67,-26.799400000000002,Low Opportunity
coach khaki crossbody bag,INR,50,0.0,0.0,Medium,50.0,,,Least Frequently Visited,handbags_purses,Medium,1e-05,0.5,-19.9994,Low Opportunity
coach outlet close to me,INR,50000,0.0,0.0,High,100.0,27.39,108.69,Moderate Visits,general_coach,High,0.01,1.0,-39.4,Low Opportunity
small tote coach,INR,5000,0.0,0.0,High,100.0,26.53,121.53,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach outlet sweater,INR,500,0.0,0.0,High,100.0,136.93,212.24,Least Frequently Visited,general_coach,High,0.0001,1.0,-39.994,Low Opportunity
coach outlet brown crossbody,INR,50,0.0,0.0,High,100.0,49.64,256.74,Least Frequently Visited,crossbody_bags,High,1e-05,1.0,-39.9994,Low Opportunity
coach hot pink crossbody bag,INR,50,0.0,0.0,High,91.0,,,Least Frequently Visited,handbags_purses,High,1e-05,0.91,-36.39940000000001,Low Opportunity
coach outlet eu,INR,50,0.0,0.0,High,100.0,189.99,683.79,Least Frequently Visited,general_coach,High,1e-05,1.0,-39.9994,Low Opportunity
city tote signature canvas,INR,50,0.0,0.0,High,67.0,,,Least Frequently Visited,handbags_purses,High,1e-05,0.67,-26.799400000000002,Low Opportunity
coach large crossbody purse,INR,500,0.0,0.0,High,100.0,22.25,149.77,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
men's coach shoes size 13,INR,50,0.0,,High,97.0,34.23,154.9,Least Frequently Visited,shoes,High,1e-05,0.97,-38.7994,Low Opportunity
pink coach backpack purse,INR,50,0.0,0.0,High,67.0,,,Least Frequently Visited,handbags_purses,High,1e-05,0.67,-26.799400000000002,Low Opportunity
coach crossbody cream,INR,50,0.0,0.0,High,99.0,,,Least Frequently Visited,crossbody_bags,High,1e-05,0.99,-39.5994,Low Opportunity
coach men's sling bag price,INR,50,0.0,0.0,Medium,62.0,,,Least Frequently Visited,handbags_purses,Medium,1e-05,0.62,-24.7994,Low Opportunity
all coach bags,INR,500,0.0,9.0,High,100.0,51.35,149.77,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
multi pochette coach,INR,50,0.0,0.0,High,78.0,,,Least Frequently Visited,general_coach,High,1e-05,0.78,-31.199400000000004,Low Opportunity
coach white flower purse,INR,500,0.0,0.0,High,100.0,,,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach men's black leather backpack,INR,50,0.0,0.0,Medium,50.0,,,Least Frequently Visited,backpacks,Medium,1e-05,0.5,-19.9994,Low Opportunity
coach men hand bag,INR,50,0.0,0.0,High,94.0,134.36,256.74,Least Frequently Visited,handbags_purses,High,1e-05,0.94,-37.5994,Low Opportunity
coach outlet pink crossbody,INR,50,0.0,0.0,High,100.0,43.65,243.91,Least Frequently Visited,crossbody_bags,High,1e-05,1.0,-39.9994,Low Opportunity
coach backpack large size,INR,50,0.0,0.0,High,100.0,,,Least Frequently Visited,backpacks,High,1e-05,1.0,-39.9994,Low Opportunity
coach pebble wallet,INR,50,0.0,0.0,High,85.0,23.96,64.19,Least Frequently Visited,wallets,High,1e-05,0.85,-33.9994,Low Opportunity
coach side bag for men,INR,500,0.0,0.0,High,94.0,111.26,237.06,Least Frequently Visited,handbags_purses,High,0.0001,0.94,-37.594,Low Opportunity
women's black coach wallet,INR,500,0.0,9.0,High,100.0,37.66,149.77,Least Frequently Visited,wallets,High,0.0001,1.0,-39.994,Low Opportunity
coach wallet insert,INR,50,0.0,0.0,High,96.0,30.81,80.45,Least Frequently Visited,wallets,High,1e-05,0.96,-38.3994,Low Opportunity
coach mens wallet with id window,INR,50,0.0,0.0,High,100.0,,,Least Frequently Visited,wallets,High,1e-05,1.0,-39.9994,Low Opportunity
coach outlet burgundy purse,INR,50,0.0,0.0,High,73.0,98.42,233.64,Least Frequently Visited,handbags_purses,High,1e-05,0.73,-29.199399999999997,Low Opportunity
coach outlet city tote in signature canvas,INR,50,0.0,0.0,High,100.0,137.37,256.74,Least Frequently Visited,handbags_purses,High,1e-05,1.0,-39.9994,Low Opportunity
coach usa online store,INR,50,0.0,0.0,Low,26.0,50.49,149.77,Least Frequently Visited,general_coach,Low,1e-05,0.26,-10.3994,Low Opportunity
coach purse outlet clearance,INR,500,0.0,0.0,High,100.0,41.08,256.74,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach men's crossbody backpack,INR,50,0.0,0.0,Medium,43.0,,,Least Frequently Visited,backpacks,Medium,1e-05,0.43,-17.1994,Low Opportunity
big bag coach,INR,50,0.0,0.0,High,89.0,,,Least Frequently Visited,handbags_purses,High,1e-05,0.89,-35.5994,Low Opportunity
red and brown coach wallet,INR,50,0.0,0.0,High,90.0,,,Least Frequently Visited,wallets,High,1e-05,0.9,-35.9994,Low Opportunity
blue crossbody coach purse,INR,500,0.0,0.0,High,93.0,17.12,82.16,Least Frequently Visited,handbags_purses,High,0.0001,0.93,-37.194,Low Opportunity
coach wallet cream,INR,500,0.0,0.0,High,100.0,23.11,62.47,Least Frequently Visited,wallets,High,0.0001,1.0,-39.994,Low Opportunity
blue coach crossbody purse,INR,500,0.0,0.0,High,93.0,17.12,82.16,Least Frequently Visited,handbags_purses,High,0.0001,0.93,-37.194,Low Opportunity
pink and green coach bag,INR,500,0.0,0.0,High,100.0,,,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach backpack and wallet set,INR,50,0.0,0.0,High,71.0,,,Least Frequently Visited,wallets,High,1e-05,0.71,-28.399399999999996,Low Opportunity
coach outlet shoes women,INR,500,0.0,0.0,High,100.0,27.39,225.08,Least Frequently Visited,shoes,High,0.0001,1.0,-39.994,Low Opportunity
crossbag coach,INR,50,0.0,0.0,High,86.0,,,Least Frequently Visited,handbags_purses,High,1e-05,0.86,-34.3994,Low Opportunity
coach new york crossbody bag,INR,50,0.0,0.0,High,100.0,,,Least Frequently Visited,handbags_purses,High,1e-05,1.0,-39.9994,Low Opportunity
coach men's business bags,INR,50,0.0,0.0,High,100.0,45.36,149.77,Least Frequently Visited,handbags_purses,High,1e-05,1.0,-39.9994,Low Opportunity
orange coach crossbody bag,INR,50,0.0,0.0,High,77.0,,,Least Frequently Visited,handbags_purses,High,1e-05,0.77,-30.799400000000006,Low Opportunity
black and gold coach wallet,INR,50,0.0,0.0,High,85.0,,,Least Frequently Visited,wallets,High,1e-05,0.85,-33.9994,Low Opportunity
coach small back pack,INR,50,,0.0,Medium,57.0,,,Least Frequently Visited,general_coach,Medium,1e-05,0.57,-22.7994,Low Opportunity
coach all black crossbody,INR,50,0.0,0.0,High,75.0,,,Least Frequently Visited,crossbody_bags,High,1e-05,0.75,-29.999400000000005,Low Opportunity
coach black crossbody camera bag,INR,50,0.0,0.0,Medium,44.0,,,Least Frequently Visited,handbags_purses,Medium,1e-05,0.44,-17.599400000000003,Low Opportunity
coach outlet clearance sale backpack,INR,50,0.0,0.0,Unknown,,,,Least Frequently Visited,backpacks,,1e-05,,,
coach white cross body bag,INR,50,0.0,0.0,Medium,50.0,,,Least Frequently Visited,handbags_purses,Medium,1e-05,0.5,-19.9994,Low Opportunity
purses from coach,INR,50,0.0,0.0,High,91.0,46.5,149.77,Least Frequently Visited,handbags_purses,High,1e-05,0.91,-36.39940000000001,Low Opportunity
coach outlet blue crossbody,INR,50,0.0,0.0,High,99.0,30.81,244.76,Least Frequently Visited,crossbody_bags,High,1e-05,0.99,-39.5994,Low Opportunity
blue coach wallet mens,INR,500,0.0,0.0,High,100.0,21.4,63.33,Least Frequently Visited,wallets,High,0.0001,1.0,-39.994,Low Opportunity
black and red coach wallet,INR,500,0.0,9.0,High,100.0,64.92,149.77,Least Frequently Visited,wallets,High,0.0001,1.0,-39.994,Low Opportunity
coach wallet crossbody purse,INR,50,0.0,0.0,High,70.0,,,Least Frequently Visited,handbags_purses,High,1e-05,0.7,-27.999399999999998,Low Opportunity
black cross body coach,INR,50,0.0,0.0,Medium,50.0,,,Least Frequently Visited,crossbody_bags,Medium,1e-05,0.5,-19.9994,Low Opportunity
coach colorful backpack,INR,50,0.0,0.0,High,100.0,,,Least Frequently Visited,backpacks,High,1e-05,1.0,-39.9994,Low Opportunity
coach cognac crossbody,INR,50,0.0,0.0,High,81.0,,,Least Frequently Visited,crossbody_bags,High,1e-05,0.81,-32.39940000000001,Low Opportunity
coach outlet es original,INR,50,0.0,0.0,High,74.0,,,Least Frequently Visited,general_coach,High,1e-05,0.74,-29.5994,Low Opportunity
burgundy coach backpack,INR,50,0.0,0.0,High,100.0,,,Least Frequently Visited,backpacks,High,1e-05,1.0,-39.9994,Low Opportunity
coach men's slim bifold wallet,INR,50,0.0,0.0,High,100.0,,,Least Frequently Visited,wallets,High,1e-05,1.0,-39.9994,Low Opportunity
coach tote bag beige,INR,500,0.0,0.0,High,100.0,19.68,113.82,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach hand bag black,INR,50,0.0,0.0,High,98.0,,,Least Frequently Visited,handbags_purses,High,1e-05,0.98,-39.199400000000004,Low Opportunity
flower coach wallet,INR,500,0.0,0.0,High,100.0,,,Least Frequently Visited,wallets,High,0.0001,1.0,-39.994,Low Opportunity
grey coach crossbody,INR,500,0.0,0.0,High,88.0,,,Least Frequently Visited,crossbody_bags,High,0.0001,0.88,-35.194,Low Opportunity
coach bag side bag,INR,50,0.0,0.0,High,100.0,83.01,149.77,Least Frequently Visited,handbags_purses,High,1e-05,1.0,-39.9994,Low Opportunity
mens black coach backpack,INR,50,0.0,0.0,High,87.0,,,Least Frequently Visited,backpacks,High,1e-05,0.87,-34.799400000000006,Low Opportunity
coach factory purses,INR,50,0.0,0.0,High,100.0,50.49,256.74,Least Frequently Visited,handbags_purses,High,1e-05,1.0,-39.9994,Low Opportunity
coach outlet oregon,INR,500,0.0,0.0,High,100.0,42.46,146.34,Least Frequently Visited,general_coach,High,0.0001,1.0,-39.994,Low Opportunity
floral coach wallet women,INR,50,0.0,0.0,High,90.0,,,Least Frequently Visited,wallets,High,1e-05,0.9,-35.9994,Low Opportunity
coach prime outlet,INR,50,0.0,0.0,High,74.0,136.93,256.74,Least Frequently Visited,general_coach,High,1e-05,0.74,-29.5994,Low Opportunity
coach cardholder men,INR,5000,0.0,0.0,High,100.0,34.23,125.8,Moderate Visits,general_coach,High,0.001,1.0,-39.940000000000005,Low Opportunity
new coach wallet,INR,500,0.0,0.0,High,97.0,47.93,149.77,Least Frequently Visited,wallets,High,0.0001,0.97,-38.794000000000004,Low Opportunity
buy coach handbag,INR,500,0.0,0.0,High,100.0,43.65,149.77,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach long wallet ladies,INR,50,0.0,0.0,High,100.0,,,Least Frequently Visited,wallets,High,1e-05,1.0,-39.9994,Low Opportunity
coach outlet pink backpack,INR,50,0.0,0.0,Medium,44.0,,,Least Frequently Visited,backpacks,Medium,1e-05,0.44,-17.599400000000003,Low Opportunity
coach store website,INR,500,0.0,0.0,High,95.0,29.1,149.77,Least Frequently Visited,general_coach,High,0.0001,0.95,-37.994,Low Opportunity
order coach online,INR,50,0.0,0.0,High,100.0,90.72,149.77,Least Frequently Visited,general_coach,High,1e-05,1.0,-39.9994,Low Opportunity
coach shoes on sale at outlet,INR,50,0.0,0.0,High,72.0,31.67,130.08,Least Frequently Visited,shoes,High,1e-05,0.72,-28.7994,Low Opportunity
green coach wallet women's,INR,50,0.0,0.0,High,100.0,37.66,149.77,Least Frequently Visited,wallets,High,1e-05,1.0,-39.9994,Low Opportunity
brown coach purse crossbody,INR,500,0.0,0.0,High,100.0,20.54,69.32,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach monogram crossbody bag,INR,50,0.0,0.0,High,100.0,,,Least Frequently Visited,handbags_purses,High,1e-05,1.0,-39.9994,Low Opportunity
de coach outlet,INR,50,0.0,0.0,High,71.0,,,Least Frequently Visited,general_coach,High,1e-05,0.71,-28.399399999999996,Low Opportunity
crossbody coach black purse,INR,50,0.0,0.0,High,87.0,102.7,149.77,Least Frequently Visited,handbags_purses,High,1e-05,0.87,-34.799400000000006,Low Opportunity
coach white floral bag,INR,50,0.0,0.0,High,89.0,,,Least Frequently Visited,handbags_purses,High,1e-05,0.89,-35.5994,Low Opportunity
coach leather bags for women,INR,50,0.0,0.0,High,100.0,22.25,149.77,Least Frequently Visited,handbags_purses,High,1e-05,1.0,-39.9994,Low Opportunity
coach purse usa,INR,500,0.0,0.0,High,87.0,69.32,149.77,Least Frequently Visited,handbags_purses,High,0.0001,0.87,-34.794000000000004,Low Opportunity
coach outlet wallet purse,INR,50,0.0,0.0,High,79.0,92.43,252.46,Least Frequently Visited,handbags_purses,High,1e-05,0.79,-31.599400000000006,Low Opportunity
outlet mall coach store,INR,5000,0.0,0.0,High,100.0,23.96,126.66,Moderate Visits,general_coach,High,0.001,1.0,-39.940000000000005,Low Opportunity
aqua coach purse,INR,50,9.0,9.0,High,90.0,,,Least Frequently Visited,handbags_purses,High,1e-05,0.9,-35.9994,Low Opportunity
coach big crossbody bag,INR,50,0.0,0.0,High,96.0,,,Least Frequently Visited,handbags_purses,High,1e-05,0.96,-38.3994,Low Opportunity
gray coach crossbody,INR,50,0.0,0.0,Medium,41.0,,,Least Frequently Visited,crossbody_bags,Medium,1e-05,0.41,-16.3994,Low Opportunity
coach outlet wallets for women,INR,500,0.0,0.0,High,100.0,59.91,205.39,Least Frequently Visited,wallets,High,0.0001,1.0,-39.994,Low Opportunity
coachoutletcanada,INR,5000,0.0,0.0,High,100.0,0.86,66.75,Moderate Visits,general_coach,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach purse side bag,INR,50,0.0,0.0,High,100.0,78.73,149.77,Least Frequently Visited,handbags_purses,High,1e-05,1.0,-39.9994,Low Opportunity
coach yellow crossbody,INR,50,9.0,0.0,High,100.0,,,Least Frequently Visited,crossbody_bags,High,1e-05,1.0,-39.9994,Low Opportunity
red coach wallet mens,INR,500,0.0,0.0,High,87.0,,,Least Frequently Visited,wallets,High,0.0001,0.87,-34.794000000000004,Low Opportunity
white coach bags sale,INR,50,0.0,0.0,High,100.0,23.96,138.64,Least Frequently Visited,handbags_purses,High,1e-05,1.0,-39.9994,Low Opportunity
coach factory outlet store,INR,5000000,0.0,0.0,High,100.0,29.95,29.95,High User Searched,general_coach,High,1.0,1.0,19.999999999999996,Low Opportunity
coach outlet 80 percent off,INR,50,,0.0,High,71.0,,,Least Frequently Visited,general_coach,High,1e-05,0.71,-28.399399999999996,Low Opportunity
black and grey coach crossbody,INR,500,0.0,9.0,High,69.0,,,Least Frequently Visited,crossbody_bags,High,0.0001,0.69,-27.593999999999998,Low Opportunity
coach outlet dallas tx,INR,5000,0.0,9.0,High,100.0,25.67,106.12,Moderate Visits,general_coach,High,0.001,1.0,-39.940000000000005,Low Opportunity
square coach bag,INR,500,0.0,0.0,High,100.0,17.12,109.54,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach clearance store,INR,50,0.0,0.0,High,100.0,52.2,154.9,Least Frequently Visited,general_coach,High,1e-05,1.0,-39.9994,Low Opportunity
brown crossbody coach purse,INR,500,0.0,0.0,High,100.0,20.54,69.32,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach outlet brown purse,INR,500,9.0,9.0,High,100.0,77.88,225.08,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
mens coach cross body bag,INR,500,0.0,9.0,High,100.0,118.1,204.54,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach outlet online legit,INR,50,0.0,0.0,High,100.0,3.42,51.35,Least Frequently Visited,general_coach,High,1e-05,1.0,-39.9994,Low Opportunity
coach outlet mens briefcase,INR,50,0.0,0.0,High,100.0,57.34,256.74,Least Frequently Visited,general_coach,High,1e-05,1.0,-39.9994,Low Opportunity
coach new york backpack,INR,50,9.0,9.0,High,100.0,100.13,149.77,Least Frequently Visited,backpacks,High,1e-05,1.0,-39.9994,Low Opportunity
coach com usa outlet,INR,50,9.0,9.0,High,100.0,103.55,256.74,Least Frequently Visited,general_coach,High,1e-05,1.0,-39.9994,Low Opportunity
coach men black,INR,50,0.0,0.0,High,100.0,,,Least Frequently Visited,general_coach,High,1e-05,1.0,-39.9994,Low Opportunity
white and brown coach purse,INR,500,0.0,0.0,High,99.0,,,Least Frequently Visited,handbags_purses,High,0.0001,0.99,-39.594,Low Opportunity
coach small leather wallet,INR,50,0.0,0.0,High,99.0,,,Least Frequently Visited,wallets,High,1e-05,0.99,-39.5994,Low Opportunity
blue and white coach purse,INR,500,0.0,0.0,High,100.0,52.2,84.73,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach black friday outlet,INR,5000,0.0,9.0,High,73.0,111.78,256.74,Moderate Visits,general_coach,High,0.001,0.73,-29.14,Low Opportunity
coach outlet collection,INR,500,9.0,9.0,High,100.0,39.37,246.47,Least Frequently Visited,general_coach,High,0.0001,1.0,-39.994,Low Opportunity
coach leather wallets on sale,INR,50,0.0,0.0,Medium,48.0,,,Least Frequently Visited,wallets,Medium,1e-05,0.48,-19.1994,Low Opportunity
a coach bag,INR,500,0.0,0.0,High,97.0,65.9,149.77,Least Frequently Visited,handbags_purses,High,0.0001,0.97,-38.794000000000004,Low Opportunity
coach pochette bag,INR,50,0.0,0.0,High,100.0,,,Least Frequently Visited,handbags_purses,High,1e-05,1.0,-39.9994,Low Opportunity
white small coach purse,INR,500,0.0,0.0,High,100.0,37.66,149.77,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach outlet coach bags,INR,50000,0.0,0.0,High,100.0,53.06,218.23,Moderate Visits,handbags_purses,High,0.01,1.0,-39.4,Low Opportunity
coach blue crossbody purse,INR,50,0.0,0.0,High,100.0,,,Least Frequently Visited,handbags_purses,High,1e-05,1.0,-39.9994,Low Opportunity
coach white leather backpack,INR,50,0.0,0.0,High,100.0,,,Least Frequently Visited,backpacks,High,1e-05,1.0,-39.9994,Low Opportunity
coach black leather backpack purse,INR,50,0.0,0.0,High,100.0,,,Least Frequently Visited,handbags_purses,High,1e-05,1.0,-39.9994,Low Opportunity
coach mini backpack black,INR,500,0.0,0.0,High,99.0,,,Least Frequently Visited,backpacks,High,0.0001,0.99,-39.594,Low Opportunity
coach slip on shoes mens,INR,50,0.0,0.0,High,78.0,,,Least Frequently Visited,shoes,High,1e-05,0.78,-31.199400000000004,Low Opportunity
cross over purse coach,INR,50,,,High,67.0,,,Least Frequently Visited,handbags_purses,High,1e-05,0.67,-26.799400000000002,Low Opportunity
coach outlet floral wallet,INR,50,0.0,0.0,High,100.0,72.74,191.7,Least Frequently Visited,wallets,High,1e-05,1.0,-39.9994,Low Opportunity
mens coach tote,INR,500,0.0,0.0,High,100.0,33.38,130.94,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach mini cross body bag,INR,50,0.0,0.0,High,100.0,,,Least Frequently Visited,handbags_purses,High,1e-05,1.0,-39.9994,Low Opportunity
coach bifold card wallet,INR,50,0.0,0.0,High,91.0,,,Least Frequently Visited,wallets,High,1e-05,0.91,-36.39940000000001,Low Opportunity
coach outlet stores locations,INR,5000,-0.9,0.0,High,87.0,54.77,174.61,Moderate Visits,general_coach,High,0.001,0.87,-34.74,Low Opportunity
discount coach bags outlet store,INR,50,0.0,0.0,High,87.0,27.39,198.55,Least Frequently Visited,handbags_purses,High,1e-05,0.87,-34.799400000000006,Low Opportunity
coach men's small bag,INR,50,0.0,0.0,High,100.0,,,Least Frequently Visited,handbags_purses,High,1e-05,1.0,-39.9994,Low Opportunity
coach open tote bag,INR,50,0.0,0.0,High,100.0,,,Least Frequently Visited,handbags_purses,High,1e-05,1.0,-39.9994,Low Opportunity
coach new line,INR,50,9.0,9.0,High,99.0,149.77,149.77,Least Frequently Visited,general_coach,High,1e-05,0.99,-39.5994,Low Opportunity
coach red crossbody handbag,INR,500,0.0,0.0,High,100.0,29.1,106.98,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach multicolor crossbody bag,INR,50,0.0,9.0,Medium,63.0,,,Least Frequently Visited,handbags_purses,Medium,1e-05,0.63,-25.1994,Low Opportunity
coach camo messenger bag,INR,50,0.0,0.0,High,100.0,,,Least Frequently Visited,handbags_purses,High,1e-05,1.0,-39.9994,Low Opportunity
www coach outlet store online,INR,50,0.0,0.0,Low,14.0,,,Least Frequently Visited,general_coach,Low,1e-05,0.14,-5.599400000000001,Low Opportunity
